,title,description,date,type
1125,Каким может быть финансовый рынок: мнения его участников и экспертов,"Банк России, Минфин России, представители финансовых организаций и эксперты обсудили перспективы и сценарии развития финансового рынка до 2030 года.",21 октября 2022,Новость
1126,Рост экспорта замедляется при восстановлении импорта,В III квартале 2022 года стоимостный объем экспорта товаров и услуг существенно замедлил годовой рост по сравнению с II кварталом. Это произошло из-за снижения темпов роста мировых цен на многие сырьевые товары. Физический объем экспорта сократился из-за усиления внешних ограничений и ослабления мирового спроса.,20 октября 2022,Новость
1127,Мониторинг предприятий: оценки бизнес-климата ухудшились,"В октябре предприятия, участвующие в опросе, снизили свои оценки делового климата после шести месяцев их повышения. Индикатор бизнес-климата Банка России (ИБК) также снизился.",20 октября 2022,Новость
1128,Банк России и МВД объединяют усилия в борьбе с кибермошенниками,"Президент Российской Федерации подписал закон об информационном взаимодействии Банка России и МВД России, который создает условия для автоматизированного обмена данными между ведомствами. Закон будет способствовать повышению скорости расследования дел по фактам мошенничества при денежных переводах.",20 октября 2022,Новость
1129,Доклад «Региональная экономика»: предприятия продолжали адаптироваться к работе в новых условиях,"Влияние внешних ограничений на экономическую активность сохранялось. При этом продолжалась адаптация предприятий, они находили новых контрагентов, перераспределяли экспортные поставки на восточное направление.",20 октября 2022,Новость
1130,О чем говорят тренды: пауза в восстановлении экономики,"Восстановление деловой активности в сентябре приостановилось. В конце III квартала экономика столкнулась с новыми вызовами, к которым ей предстоит адаптироваться.",19 октября 2022,Новость
1131,"Вводятся кредитные каникулы для мобилизованных владельцев МСП, уточняется порядок каникул для всех участников СВО","Право приостановить платежи по кредитам и займам для бизнеса получат мобилизованные владельцы ООО, если они являются единственными учредителями обществ и одновременно руководят ими, а сами компании входят в реестр МСП. Еще одно условие: сведения об учредителе и руководителе в ЕГРЮЛ не менялись после 21 сентября 2022 года.
Такой закон принят Государственной Думой.",18 октября 2022,Новость
1132,Годовая инфляция в сентябре замедлилась в большинстве регионов,"Снижению годовой инфляции способствовали расширение предложения продовольственных товаров, в целом сдержанная потребительская активность, укрепившийся с начала года рубль.",17 октября 2022,Новость
1133,"Банк России выпускает монету, посвященную Николаю Данилевскому","Банк России 18 октября 2022 года выпускает в обращение памятную серебряную монету номиналом 2 рубля «Социолог, естествоиспытатель Н.Я. Данилевский, к 200-летию со дня рождения» серии «Выдающиеся личности России» (каталожный номер 5110-0176).",17 октября 2022,Пресс-релиз
1134,Денежно-кредитные условия в сентябре существенно не изменились,"Динамика денежно-кредитных условий (ДКУ) определялась разнонаправленным влиянием показателей финансового и кредитно-депозитного рынков. Повышенная волатильность на валютном рынке и рост коротких ставок денежного рынка в конце сентября способствовали ужесточению ДКУ. Обратное влияние оказывало снижение кредитно-депозитных ставок на фоне смягчения денежно-кредитной политики, говорится в информационно-аналитическом комментарии «Денежно-кредитные условия и трансмиссионный механизм денежно-кредитной политики».",14 октября 2022,Новость
1135,Информация о работе платежной системы Банка России 15 и 16 октября 2022 года,Платежная система Банка России 15 и 16 октября 2022 года будет функционировать в соответствии с графиками.,14 октября 2022,Пресс-релиз
1136,Развитие СБП: предложения Банка России,"Система быстрых платежей (СБП) будет встроена не только в мобильные приложения, но и в интернет-банки крупных кредитных организаций. Это позволит гражданам делать переводы как с помощью смартфонов, так и со стационарных компьютеров независимо от наличия мобильного приложения банка.",14 октября 2022,Новость
1137,Аннулирована лицензия на осуществление банковских операций у КБ «ОБР» (ООО),"Банк России приказом от 14.10.2022 № ОД-2119 аннулировал лицензию на осуществление банковских операций у коммерческого банка «Объединенный банк Республики» (общество с ограниченной ответственностью) КБ «ОБР» (ООО) (рег. № 1016, г. Чебоксары). По величине активов кредитная организация занимала 344 место в банковской системе Российской Федерации1.",14 октября 2022,Пресс-релиз
1138,В сентябре месячный рост цен возобновился после трех месяцев снижения,"Потребительские цены в сентябре выросли на 0,05%, а с исключением сезонности стали выше на 0,28% по сравнению с августом. Продолжил уменьшаться эффект переноса весеннего укрепления рубля в цены. При этом все более заметную поддержку спросу оказывало смягчение денежно-кредитных условий, произошедшее летом. Также фактором ускорения роста цен были возросшие затраты и снижение предложения ряда непродовольственных товаров.",13 октября 2022,Новость
1139,Граждане и крупные банки поддержали рынок акций в условиях волатильности,"Рост геополитической напряженности и ожидания расширения санкционных ограничений привели к коррекции на российском финансовом рынке. На рынке акций в условиях роста объема торгов наблюдалось крупнейшее с февраля 2022 года падение котировок ценных бумаг. Поддержку рынку оказали граждане и системно значимые кредитные организации, говорится в очередном выпуске «Обзора рисков финансовых рынков».",13 октября 2022,Новость
1140,FINOPOLIS 2021/22: деловая программа,Деловая программа Форума инновационных финансовых технологий FINOPOLIS 2021/22 в этом году состоит из четырех пленарных дискуссий и более 20 тематических секций и круглых столов.,13 октября 2022,Новость
1141,Возможности факторинга: вебинар Банка России для МСП,"18 октября представители Банка России и факторинговых компаний расскажут, как можно быстро, без залога получить оборотные средства и защитить свой бизнес от кассовых разрывов и рисков при поставке товара с отсрочкой платежа.",13 октября 2022,Новость
1142,Субсидируемая ипотека от застройщика: риски и возможные меры регулятора,"Программы ипотеки с субсидией от застройщика по экстремально низким ставкам (вплоть до 0,01% годовых) могут нести риски как для заемщиков и банков, так и для всей финансовой системы, говорится в докладе для общественных консультаций, подготовленном Банком России. Поэтому возможно применение дополнительных мер регулирования таких ипотечных программ.",12 октября 2022,Новость
1143,Заемщик имеет право сам выбрать компанию для страхования рисков по кредиту: разъяснения Банка России,"Банк не должен навязывать заемщику услуги конкретной компании для страхования связанных с кредитом рисков. Клиент вправе сам выбрать страховщика, который подходит под критерии банка.",11 октября 2022,Новость
1144,Комиссия Банка России за 9 месяцев получила 106 обращений о восстановлении деловой репутации,"Комиссия Банка России за 9 месяцев 2022 года получила 106 обращений от должностных лиц и собственников финансовых организаций, не согласных с тем, что их деловая репутация или квалификация признаны не соответствующими установленным требованиям.",11 октября 2022,Новость
1145,Уральский форум «Кибербезопасность в финансах» пройдет с 13 по 17 февраля 2023 года,"Форум, организатором которого является Банк России в партнерстве с лидерами рынка информационной безопасности, пройдет в Екатеринбурге. Он станет отраслевой дискуссионной площадкой по актуальным проблемам кибербезопасности.",10 октября 2022,Новость
1146,Лунная история,Для исследования Луны на ее поверхность в ноябре 1970 года впервые в мире был доставлен самоходный аппарат «Луноход-1».,10 октября 2022,Пресс-релиз
1147,У инвесторов есть еще месяц на расконвертацию расписок и перевод российских ценных бумаг из-за рубежа,"Инвесторы смогут подать заявление на принудительную конвертацию депозитарных расписок в российские акции до 10 ноября 2022 года включительно. Дополнительный месяц также появляется у тех, кто хочет перевести отечественные ценные бумаги из иностранного депозитария в российский в принудительном порядке. Соответствующий закон подписал Президент России.",07 октября 2022,Новость
1148,Мониторинг отраслевых финансовых потоков: небольшое снижение поступлений в сентябре,"В сентябре объем входящих платежей, проведенных через платежную систему Банка России, был на 2,5% ниже среднего уровня II квартала. Картина по укрупненным группам отраслей экономики оставалась неоднородной.",06 октября 2022,Новость
1149,Регулятор временно не будет наказывать банки за отсутствие ЕБС-идентификации в мобильных приложениях и на сайтах,"Банк России до конца 2022 года не будет применять к банкам меры воздействия, если в их мобильных приложениях и на сайтах отсутствует возможность открыть счет или вклад, а также получить кредит с использованием идентификации через Единую биометрическую систему (ЕБС). Соответствующее информационное письмо опубликовано на сайте регулятора.",06 октября 2022,Новость
1150,Банк России рекомендовал реструктурировать кредиты пострадавших от наводнения в Приморском крае,"Регулятор предложил банкам и некредитным финансовым организациям учитывать жизненную ситуацию заемщиков, пострадавших из-за наводнения, которое произошло в сентябре в Приморском крае.",05 октября 2022,Новость
1151,Символы для новой 500-рублевой банкноты: выбор экспертов,Экспертная группа предложила более 60 достопримечательностей Северо-Кавказского федерального округа для изображения на новой банкноте Банка России номиналом 500 рублей.,04 октября 2022,Новость
1152,"Выпускается монета, посвященная Зое Космодемьянской",Банк России 4 октября 2022 года выпускает в обращение памятную серебряную монету номиналом 2 рубля «Зоя Космодемьянская» серии «Герои Великой Отечественной войны 1941–1945 гг.» (каталожный номер 5110-0175).,04 октября 2022,Пресс-релиз
1153,Банк России разработал дополнительные процедуры установления официальных курсов иностранных валют,Банк России в целях более точного отражения ситуации на рынках разработал дополнительные процедуры установления официальных курсов иностранных валют по отношению к рублю. Для установления официальных курсов будут предусмотрены дополнительные альтернативные источники данных — банковская отчетность и цифровые платформы внебиржевых торгов.,03 октября 2022,Пресс-релиз
1154,Объемы подозрительных операций сократились в первом полугодии 2022 года на 9%,"За январь — июнь 2022 года таких операций было выявлено на 46 млрд рублей, тогда как за аналогичный период прошлого года этот показатель составил 51 млрд рублей.",30 сентября 2022,Новость
1155,Банк России продлил еще на полгода ограничения по выводу денег за рубеж,Ограничения будут действовать с 1 октября 2022 года по 31 марта 2023 года.,29 сентября 2022,Новость
1156,Банк России уточнил правила продажи неквалифицированным инвесторам иностранных ценных бумаг,Юридические лица вне зависимости от наличия статуса квалифицированного инвестора смогут покупать ценные бумаги недружественных эмитентов без ограничений. Такое решение принял Банк России.,29 сентября 2022,Новость
1157,Банк России направил в Государственную Думу обновленный проект Основных направлений единой государственной денежно-кредитной политики на 2023–2025 годы,"В этом стратегическом документе Банк России разъясняет свои подходы к реализации денежно-кредитной политики в новых экономических условиях, а также представляет базовый и альтернативные сценарии развития экономики на ближайшие три года.",29 сентября 2022,Новость
1158,Как малый бизнес может привлечь финансирование на инвестиционной платформе: вебинар Банка России,"4 октября представители Банка России и операторов инвестиционных платформ расскажут, как правильно выбирать краудинвестинговую площадку, какие требования предъявляются к заемщикам, как работать с инвесторами и как получить от государства компенсацию части комиссии за привлечение инвестиций.",29 сентября 2022,Новость
1159,Принят закон о кредитных каникулах для участников специальной военной операции,"Закон дает право получить отсрочку платежей гражданам, которые до мобилизации или участия в специальной военной операции (СВО) взяли ипотеку, любой потребительский кредит или микрозаем. Такое же право появится у других участников СВО, в том числе служащих в Вооруженных силах по контракту, войсках национальной гвардии, других организациях и органах. Воспользоваться отсрочкой платежей смогут и члены их семей по своим ранее взятым кредитам и займам. Закон об этом приняла Государственная Дума.",28 сентября 2022,Новость
1160,К 100-летию конструкторского бюро Туполева,В 1922 году выдающимся российским авиаконструктором и организатором отечественного авиационного производства Андреем Туполевым было основано авиационное опытно-конструкторское бюро. К этому событию Банк России 30 сентября 2022 года выпускает в обращение памятную серебряную монету номиналом 3 рубля «100-летие со дня создания ОКБ А.Н. Туполева» (каталожный номер 5111-0473).,28 сентября 2022,Пресс-релиз
1161,Преподавание финансовой грамотности станет обязательным в старших классах школ,"Ученики 10–11 классов на уроках обществознания узнают о финансовом рынке, функциях и задачах Банка России, финансовых технологиях, причинах и последствиях инфляции. Важной частью обучения станет тема личных финансов и защиты от финансовых мошенников. Старшеклассники также познакомятся с бюджетным регулированием и налогами, особенностями профессиональной деятельности в сфере финансов.",28 сентября 2022,Новость
1162,Как повысить эффективность госпредприятий и велика ли долговая нагрузка у частных компаний в России: новый номер журнала «Деньги и кредит»,Вышел третий в 2022 году номер ежеквартального научного журнала Банка России «Деньги и кредит».,28 сентября 2022,Новость
1163,Банк России устанавливает макропруденциальные требования по ипотеке с низким первоначальным взносом на первичном рынке жилья,"Банк России установил с 1 декабря 2022 года надбавку к коэффициенту риска по ипотечным кредитам в рублях, предоставленным на финансирование по договору участия в долевом строительстве (далее — кредиты на ДДУ), с первоначальным взносом не выше 10%. Величина надбавки составляет 2,0 вне зависимости от значения показателя долговой нагрузки заемщика (ПДН). Мера направлена на ограничение практик предоставления кредитов на ДДУ с низким первоначальным взносом.",19 сентября 2022,Пресс-релиз
1164,Банк России продлевает ограничения на раскрытие информации банков до конца текущего года,"Банк России принял решение продлить на один квартал (до 1 января 2023 года) запрет для кредитных организаций раскрывать определенную информацию на общедоступных ресурсах. При этом ограничение на раскрытие банками бухгалтерской (финансовой) отчетности, а также ее отдельных элементов сохраняется.",16 сентября 2022,Пресс-релиз
1165,"Банк России принял решение снизить ключевую ставку на 50 б.п., до 7,50% годовых", ,16 сентября 2022,Пресс-релиз
1166,Любимый с детства Конек-горбунок,Сказка «Конек-горбунок» Петра Ершова — одно из любимых детских произведений многих поколений. Она была написана в 1834 году и с тех пор переиздавалась более 150 раз.,16 сентября 2022,Пресс-релиз
1167,Установлены факты манипулирования рынком на организованных торгах корпоративными облигациями ПАО «РусГидро»,Банк России установил факты манипулирования рынком в период с 14.05.2021 по 02.09.2021 на организованных торгах корпоративными облигациями ПАО «РусГидро» (ISIN: RU000A0JTMG7) (далее — Облигации).,08 сентября 2022,Пресс-релиз
1168,Банк России уточняет порядок формирования обязательных резервов по рублевым счетам типа «И»,"Банк России принял решение об уточнении порядка формирования обязательных резервов центральным депозитарием по рублевым счетам типа «И», открытым в соответствии с Указом Президента Российской Федерации от 22.06.2022 № 394 «О временном порядке исполнения перед резидентами и иностранными кредиторами государственных долговых обязательств Российской Федерации, выраженных в государственных ценных бумагах, номинальная стоимость которых указана в иностранной валюте».",08 сентября 2022,Пресс-релиз
1169,Банк России начал расчет и публикацию медианного спреда между MosPrime Rate и срочной версией RUONIA,"Банк России приступил к расчету и публикации медианного спреда между MosPrime Rate и срочной версией RUONIA с 01.09.2022 в соответствии с методикой, которая была рассмотрена с участием представителей банковского сообщества и согласована с саморегулируемой организацией «Национальная финансовая ассоциация» (СРО НФА), являющейся администратором MosPrime Rate.",01 сентября 2022,Пресс-релиз
1170,Банк России вводит возможность электронной регистрации правил доверительного управления ПИФ для неквалифицированных инвесторов,"Банк России опубликовал инструкцию, устанавливающую новый порядок регистрации правил доверительного управления паевым инвестиционным фондом, инвестиционные паи которого не ограничены в обороте, и регистрации изменений и дополнений в них.",01 сентября 2022,Пресс-релиз
1171,Банк России опубликовал отчет о деятельности Комитета по наблюдению за процентной ставкой RUONIA за первое полугодие 2022 года,Отчет включает в себя информацию об администрировании RUONIA за период с января по июнь 2022 года.,31 августа 2022,Пресс-релиз
1172,Выпускается монета к 220-летию Минфина России,Банк России 1 сентября 2022 года выпускает в обращение памятную серебряную монету номиналом 3 рубля «220-летие образования Министерства финансов Российской Федерации» (каталожный номер 5111-0471).,31 августа 2022,Пресс-релиз
1173,К 100-летию Чеченской Республики,Банк России 31 августа 2022 года выпускает в обращение памятную серебряную монету номиналом 3 рубля «100-летие образования Чеченской Республики» (каталожный номер 5111-0470).,30 августа 2022,Пресс-релиз
1174,Самая земная профессия,Банк России 26 августа 2022 года выпускает в обращение памятную монету из недрагоценных металлов номиналом 10 рублей «Работник добывающей промышленности» серии «Человек труда» (каталожный номер 5714-0086).,26 августа 2022,Пресс-релиз
1175,С заботой о тиграх: новая монета Банка России,"Банк России 16 августа 2022 года выпускает памятную серебряную монету «Международный форум по сохранению популяции тигра». Форум пройдет 5 сентября 2022 года на острове Русский и объединит представителей стран, где обитают полосатые хищники. На Дальнем Востоке России в настоящее время находится самая крупная популяция амурского тигра. Поэтому Россия заинтересована в поддержании международного сотрудничества по сохранению ареала тигра.",16 августа 2022,Пресс-релиз
1176,Аннулирована лицензия на осуществление банковских операций у ООО НДКО Лэнд Кредит,"Банк России приказом от 12.08.2022 № ОД-1708 аннулировал лицензию на осуществление банковских операций у Общества с ограниченной ответственностью Небанковская депозитно-кредитная организация Лэнд Кредит ООО НДКО Лэнд Кредит (рег. № 1478-Д, г. Москва). По величине активов кредитная организация занимала 354 место в банковской системе Российской Федерации1.",12 августа 2022,Пресс-релиз
1177,Отозвана лицензия на осуществление банковских операций у АО «Кросна-Банк»,"Банк России приказом от 12.08.2022 № ОД-1704 отозвал лицензию на осуществление банковских операций у Акционерного общества «Кросна-Банк» АО «Кросна-Банк» (рег. № 2607, г. Москва, далее — Кросна-Банк). По величине активов кредитная организация занимала 290 место в банковской системе Российской Федерации1.",12 августа 2022,Пресс-релиз
1178,К 1100-летию крещения Алании,Банк России 9 августа 2022 года выпускает в обращение памятную серебряную монету номиналом 3 рубля «1100-летие крещения Алании» серии «Исторические события» (каталожный № 5111-0468).,09 августа 2022,Пресс-релиз
1179,Посвящается Городцу,"Городец — древний русский город, основанный во второй половине XII века как крепость для защиты рубежей Владимирской Руси от походов волжских булгар.",02 августа 2022,Пресс-релиз
1180,Банк России рекомендует банкам перейти с 1 сентября 2022 года на срочную версию RUONIA,"Банкам при выдаче кредитов под плавающие ставки, а также при разработке других финансовых продуктов рекомендуется использовать срочную версию RUONIA на сроки 1, 3 или 6 месяцев в качестве эталонного индикатора, говорится в информационном письме регулятора.",29 июля 2022,Пресс-релиз
1181,Установлены факты манипулирования рынком на организованных торгах облигациями АО «Коммерческая недвижимость ФПК «Гарант-Инвест»,"Банк России установил факты манипулирования рынком в период с 23.08.2019 по 30.09.2020 на организованных торгах облигациями АО «Коммерческая недвижимость ФПК «Гарант-Инвест» (ISIN RU000A1005T9, далее — Облигации).",29 июля 2022,Пресс-релиз
1182,Информация о работе платежной системы Банка России 30 и 31 июля 2022 года,Платежная система Банка России 30 и 31 июля 2022 года будет функционировать в соответствии с графиками.,28 июля 2022,Пресс-релиз
1183,Юрий Исаев 1 августа 2022 года покинет Банк России,Заместитель Председателя Банка России Юрий Исаев принял решение покинуть Банк России 1 августа 2022 года по собственному желанию.,27 июля 2022,Пресс-релиз
1184,Нижнему Тагилу – 300 лет,"Основанный тульскими промышленниками Никитой и Акинфием Демидовыми, Нижний Тагил имеет богатую историю, тесно связанную с развитием промышленности страны. К юбилею города Банк России 25 июля 2022 года выпускает в обращение памятную серебряную монету номиналом 3 рубля «300-летие основания г. Нижнего Тагила» серии «Города» (каталожный номер 5111-0467).",25 июля 2022,Пресс-релиз
1185,Банк России повышает с августа нормативы обязательных резервов,"Банк России в условиях роста структурного профицита ликвидности, постепенной нормализации ситуации на финансовом рынке и для сохранения тенденции на девалютизацию балансов кредитных организаций повысил нормативы обязательных резервов:",25 июля 2022,Пресс-релиз
1186,"Банк России принял решение снизить ключевую ставку на 150 б.п., до 8,00% годовых", ,22 июля 2022,Пресс-релиз
1187,Редкие растения и грибы теперь на монетах,"Серия «Красная книга» существует с 1992 года. Впервые в этой серии выходят монеты с изображением растений и грибов. В предыдущие годы монеты были посвящены представителям фауны, занесенным как в Международную красную книгу, так и в Красную книгу России.",19 июля 2022,Пресс-релиз
1188,"Банк России выпускает монету, посвященную городу Рыльску",Рыльск — один из самых древних городов России. Первое упоминание о нем относится к 1152 году и связано с походом ростово-суздальского князя Юрия Долгорукого на Чернигов.,14 июля 2022,Пресс-релиз
1189,Алексей Литвиненко назначен начальником Департамента полевых учреждений,Приказом Председателя Банка России с 21 июля 2022 года начальником Департамента полевых учреждений назначен Алексей Литвиненко.,12 июля 2022,Пресс-релиз
1190,Первый полет двух космических кораблей: новая монета Банка России,60 лет назад впервые в космосе одновременно находились два корабля — «Восток-3» и «Восток-4». Космонавты провели в полете рекордные 94 часа 22 минуты. К этому событию 12 июля 2022 года Банк России выпускает в обращение новую памятную монету «Первый групповой космический полет» серии «Космос» (каталожный номер 5111-0466).,11 июля 2022,Пресс-релиз
1191,Директор Финансового департамента Ольга Солодухина покидает Банк России,Директор Финансового департамента Банка России Ольга Ивановна Солодухина 8 июля 2022 года покидает свой пост в связи с выходом на пенсию.,08 июля 2022,Пресс-релиз
1192,Информация о работе платежной системы Банка России 9 июля 2022 года,Платежная система Банка России 9 июля 2022 года будет функционировать в соответствии с графиком.,08 июля 2022,Пресс-релиз
1193,Информация о работе платежной системы Банка России 2 июля 2022 года,Платежная система Банка России 2 июля 2022 года будет функционировать в соответствии с графиком.,01 июля 2022,Пресс-релиз
1194,Установлены факты манипулирования рынком на организованных торгах облигациями ООО «Пионер-Лизинг»,Банк России установил факты манипулирования рынком в период с 16.08.2021 по 24.08.2021 на организованных торгах биржевыми облигациями ООО «Пионер-Лизинг» (ISIN: RU000A102LF6) (далее — Облигации). ,30 июня 2022,Пресс-релиз
1195,Банк России выпускает обновленную банкноту 100 рублей,Банк России 30 июня 2022 года вводит в обращение модернизированную банкноту номиналом 100 рублей выпуска 2022 года.,30 июня 2022,Пресс-релиз
1196,Георгий Победоносец и Холковский монастырь: новые монеты Банка России,Банк России 29 июня 2022 года выпускает в обращение:,29 июня 2022,Пресс-релиз
1197,Информация о работе платежной системы Банка России 26 июня 2022 года,Платежная система Банка России 26 июня 2022 года будет функционировать в соответствии с графиком.,24 июня 2022,Пресс-релиз
1198,Банк России продлевает действие послабления по лимитам открытых валютных позиций,"Банк России продлевает на период с 1 июля по 31 декабря 2022 года действие ранее введенного послабления по неприменению мер к банкам, в отношении которых были введены иностранные санкции, в случае несоблюдения ими лимитов открытых валютных позиций (ОВП). Решение принято для поддержания финансовой устойчивости банков и их адаптации к соблюдению регулятивных требований.",24 июня 2022,Пресс-релиз
