,title,date,full_text
816,Путин обсудил с главным раввином РФ и главой Федерации еврейских общин ситуацию на Ближнем Востоке,2024-02-08,"Путин обсудил с главным раввином РФ и главой Федерации еврейских общин ситуацию на Ближнем Востоке Путин: Россия делает все, чтобы помочь захваченным «Хамасом» заложникам"
817,«Поскребись своим телом по истории XX века — и никогда не захочешь ее повторять»,2024-02-09,"«Поскребись своим телом по истории XX века — и никогда не захочешь ее повторять» Тома Селиванова о своем фильме «Пепел и доломит» и о том, как снимать неудобное прошлое"
818,"Интервью Карлсона, отставка Залужного и отказ ЦИКа в регистрации Надеждина",2024-02-10,"Интервью Карлсона, отставка Залужного и отказ ЦИКа в регистрации Надеждина Чем запомнилась неделя 5–10 февраля: цифры, цитаты и факты"
819,«Бешенство надо взять под контроль»,2024-02-11,"«Бешенство надо взять под контроль» Интервью с биотехнологом Андреем Девяткиным о современных способах изучения инфекций, переносимых животными, и о методах борьбы с ними"
820,ARTDOM — главное событие индустрии дизайна откроется 16 февраля в Гостином Дворе,2024-02-12,"ARTDOM — главное событие индустрии дизайна откроется 16 февраля в Гостином Дворе Более 300 громких брендов представят новинки мебели, отделки и декора на выставке ARTDOM 16–18 февраля"
821,Путин утвердил поручения правительству по итогам большой пресс-конференции 2023 года,2024-02-13,Путин утвердил поручения правительству по итогам большой пресс-конференции 2023 года Путин поручил создать в Белгородской области особую экономическую зону
822,«Траст» хочет собрать от продажи и управления активами больше 70 млрд руб. за три года,2024-02-14,«Траст» хочет собрать от продажи и управления активами больше 70 млрд руб. за три года «Траст» хочет собрать от продажи и управления активами больше 70 млрд руб.
823,ABC: угроза нацбезопасности США связана с планами РФ разместить ядерное оружие в космосе,2024-02-15,ABC: угроза нацбезопасности США связана с планами РФ разместить ядерное оружие в космосе ABC: конгрессменам сообщили о планах России разместить ядерное оружие в космосе
824,«Свое перемещение на Запад он никогда не называл эмиграцией — для него это было изгнание»,2024-02-16,"«Свое перемещение на Запад он никогда не называл эмиграцией — для него это было изгнание» Как советские власти высылали Александра Солженицына из СССР, как он относился к эмиграции и почему вернулся победителем"
825,Посол РФ надеется на скорое подписание договора о свободной торговле между Индонезией и ЕАЭС,2024-02-17,Посол РФ надеется на скорое подписание договора о свободной торговле между Индонезией и ЕАЭС РФ надеется на скорое подписание Индонезией договора о свободной торговле с ЕАЭС
826,Александрийский синод не помеха патриаршему экзарху Африки,2024-02-18,"Александрийский синод не помеха патриаршему экзарху Африки Епископ Константин продолжит миссию, несмотря на решение об отстранении от архипастырского служения"
827,Премьер Эстонии призвала связать «легитимные требования» РФ к замороженным активам с ущербом Украине,2024-02-19,Премьер Эстонии призвала связать «легитимные требования» РФ к замороженным активам с ущербом Украине Каллас призвала связать требования РФ к замороженным активам с ущербом Украине
828,Песков назвал хамскими и голословными обвинения Путина в смерти Навального,2024-02-20,"Песков назвал хамскими и голословными обвинения Путина в смерти Навального Песков: Россия не воспринимает требования по Навальному, тем более от Борреля"
829,"«Было бы очень непросто воссоздать что-то настолько сложное, как ОБСЕ»",2024-02-21,"«Было бы очень непросто воссоздать что-то настолько сложное, как ОБСЕ» Бывший генсек Организации по безопасности и сотрудничеству в Европе Томас Гремингер — о двух годах «в режиме выживания»"
830,NYT: США не уверены в своей оценке планов РФ запустить ядерное оружие в космос,2024-02-22,"NYT: США не уверены в своей оценке планов РФ запустить ядерное оружие в космос NYT: США предупредили ЕС об угрозе со стороны России, о которой мало знают"
831,«Театр делает не менеджер»,2024-02-23,"«Театр делает не менеджер» Директор театра им. Вахтангова Кирилл Крок о сложном времени, судьбе Римаса Туминаса, заработках актеров и правиле Василия Ланового"
832,Постпред РФ при ООН: сохранить Украину в каком-то виде еще возможно,2024-02-24,"Постпред РФ при ООН: сохранить Украину в каком-то виде еще возможно Небензя: сохранить Украину еще возможно, если она будет мирной и нейтральной"
833,«Мы приходим к совершенно новому классу антидепрессантов»,2024-02-25,"«Мы приходим к совершенно новому классу антидепрессантов» Нейробиолог Рауль Гайнетдинов — о том, как в России разрабатывают революционные средства против заболеваний мозга"
834,"Компания «Сеть партнерств», оператор подписки «Газпром Бонус», обновила свой сервис",2024-02-26,"Компания «Сеть партнерств», оператор подписки «Газпром Бонус», обновила свой сервис Он позволяет пользователю самостоятельно управлять наполнением подписки и гибко настраивать ее под свои потребности"
835,«Без ИИ сейчас невозможно представить работу современного цифрового банка»,2024-02-27,"«Без ИИ сейчас невозможно представить работу современного цифрового банка» Вадим Кулик, заместитель президента—председателя правления ВТБ о развитии технологий"
836,От почты до смартфона: как обеспечить устойчивую защиту корпоративной сети,2024-02-28,От почты до смартфона: как обеспечить устойчивую защиту корпоративной сети Руководитель технического дивизиона «Кросс технолоджис» Андрей Маклаков об основных методах защиты бизнеса в 2024 году
837,«Только совместными усилиями можно найти пути к созданию эффективных лекарств»,2024-02-29,«Только совместными усилиями можно найти пути к созданию эффективных лекарств» Замгендиректора по корпоративным связям и коммуникациям BIOCAD Алексей Торгов — о перспективах проведения клинических исследований орфанных лекарств
838,«Нужно преодоление неблагоприятного информационного фона»,2024-03-01,"«Нужно преодоление неблагоприятного информационного фона» Никита Кондратьев, директор департамента многостороннего экономического сотрудничества и специальных проектов Минэкономики"
839,«Обратная связь от гостей — это подарок»,2024-03-02,"«Обратная связь от гостей — это подарок» Руководитель сети отелей «Азимут» Максим Бродовский о моде на санатории, рентабельности отелей и ценности каждого гостя"
840,Замглавы МИД РФ и представитель КНР обсудили «ультимативные требования» Запада по Украине,2024-03-03,Замглавы МИД РФ и представитель КНР обсудили «ультимативные требования» Запада по Украине Замглавы МИД РФ встретился со спецпредставителем КНР по Украине
841,The Times: перехват разговора поможет РФ отслеживать поставки ракет Украине,2024-03-04,The Times: перехват разговора поможет РФ отслеживать поставки ракет Украине Times: разведка России способна отследить поставки SCALP и Storm Shadow в Киев
842,В возрасте 102 лет ушла из жизни Айрис Апфель,2024-03-05,"В возрасте 102 лет ушла из жизни Айрис Апфель Икона стиля, эксперт в области текстиля, декоратор и дизайнер, она прославилась своим огромными очками, массивными украшениями и ярко-красной помадой"
843,«Женщинам в ИТ важно формировать мнения и доказывать свою точку зрения результатами»,2024-03-06,"«Женщинам в ИТ важно формировать мнения и доказывать свою точку зрения результатами» Гендиректор МТС RED Евгения Наумова — о том, как женщинам делать карьеру в цифровых индустриях"
844,"В Сенегале распущено правительство, назначены новый премьер и дата выборов президента",2024-03-07,"В Сенегале распущено правительство, назначены новый премьер и дата выборов президента Президент Сенегала распустил правительство и назначил нового премьера"
845,Гонконгская газета узнала о желании КНР и Швейцарии подключить РФ к саммиту по Украине,2024-03-08,Гонконгская газета узнала о желании КНР и Швейцарии подключить РФ к саммиту по Украине South China Morning Post: Пекин и Берн хотят подключить РФ к саммиту по Украине
846,«Нас спасло огромное количество партнеров»,2024-03-09,«Нас спасло огромное количество партнеров» Президент крупнейшего в стране импортера вина — группы компаний Simple Максим Каширин о тонкостях производства вина и торговли им
847,Песков прокомментировал слова Шольца о мирном договоре РФ и Украины 2022 года,2024-03-10,Песков прокомментировал слова Шольца о мирном договоре РФ и Украины 2022 года Песков: есть вопросы к Шольцу после его слов о мирном договоре России и Украины
848,WADA обеспокоено проведением Игр дружбы в РФ из-за «низкого доверия» к антидопинговой системе,2024-03-11,WADA обеспокоено проведением Игр дружбы в РФ из-за «низкого доверия» к антидопинговой системе WADA обеспокоено проведением Игр дружбы в РФ
849,На выборах в парламент Португалии побеждают правые партии после 8 лет власти у социалистов,2024-03-11,На выборах в парламент Португалии побеждают правые партии после 8 лет власти у социалистов Правоцентристы лидируют на выборах в Португалии
850,«Моральный императив для гуманитарного прекращения огня»,2024-03-12,«Моральный императив для гуманитарного прекращения огня» Совбез ООН заслушал доклад о сексуальном насилии в зоне палестино-израильского конфликта
851,Путин: общество нормально воспринимает переход к прогрессивному налогообложению,2024-03-13,Путин: общество нормально воспринимает переход к прогрессивному налогообложению Путин: россияне нормально воспримут переход к прогрессивному налогообложению
852,Транспортная прокуратура объяснила крушение Ми-8 в Магаданской области неисправностью двигателя,2024-03-14,Транспортная прокуратура объяснила крушение Ми-8 в Магаданской области неисправностью двигателя Дальневосточная транспортная прокуратура завела дело после ЧП с Ми-8 на Колыме
853,«С развитием технологий профессии приобретают новое звучание»,2024-03-15,«С развитием технологий профессии приобретают новое звучание» Старший управляющий директор по цифровому развитию HR Сбербанка Наталия Ахмина — в программе «Цели и средства»
854,"«Мы говорим не про избыток, а про острый дефицит самых простых вещей — теплого жилья, еды, сезонной одежды»",2024-03-16,"«Мы говорим не про избыток, а про острый дефицит самых простых вещей — теплого жилья, еды, сезонной одежды» Какой помощи не хватает российским семьям в трудной жизненной ситуации"
855,Bild: депутаты правящей коалиции ФРГ по-разному голосуют по Taurus в Бундестаге и Европарламенте,2024-03-17,Bild: депутаты правящей коалиции ФРГ по-разному голосуют по Taurus в Бундестаге и Европарламенте Bild: депутаты правящей коалиции ФРГ в ЕП поддержали поставку Taurus Киеву
856,"Континент африканский, контингент российский",2024-03-18,"Континент африканский, контингент российский Старший научный сотрудник Института США и Канады РАН Максим Минаев — о российских военных структурах в Африке"
857,Минобороны сообщило об уничтожении ракет над Курской и Белгородской областями,2024-03-19,Минобороны сообщило об уничтожении ракет над Курской и Белгородской областями Губернатор Старовойт: обломки сбитой ракеты С-200 упали в центре Курска
858,«ДМС стал ключевым инструментом для удержания специалистов»,2024-03-20,"«ДМС стал ключевым инструментом для удержания специалистов» Директор медицинского страхования СберСтрахования Наталья Харина — о том, почему работодатели не стремятся экономить на полисах ДМС"
859,"Песков: взявших в руки оружие предателей надо уничтожать, их не так много",2024-03-21,"Песков: взявших в руки оружие предателей надо уничтожать, их не так много Песков: в России не ждут возвращения вставших на позиции врага россиян"
860,"«Мы понимали, что ""Игры будущего"" будут еще лучше, громче, ярче»",2024-03-22,"«Мы понимали, что ""Игры будущего"" будут еще лучше, громче, ярче» Президент «Лиги Ставок» Юрий Красовский и руководитель проекта «Игры будущего» Игорь Столяров — в программе «Цели и средства»"
861,«Всем нам важно услышать слова человечности со стороны западных столиц»,2024-03-23,«Всем нам важно услышать слова человечности со стороны западных столиц» Эксперт Российского совета по международным делам Алексей Наумов — о реакции на теракт в «Крокус Сити Холле»
862,Работа по разбору завалов в районе сцены «Крокус Сити Холла» займет шесть часов,2024-03-24,Работа по разбору завалов в районе сцены «Крокус Сити Холла» займет шесть часов Воробьев: с 18:00 начнут выдавать оставленные в гардеробе «Крокуса» вещи
863,Кингисеппский машзавод импортозаместил подшипники для дизельных двигателей и газотурбинных установок,2024-03-25,Кингисеппский машзавод импортозаместил подшипники для дизельных двигателей и газотурбинных установок КМЗ импортозаместил подшипники для дизельных двигателей большой мощности
864,«Призываю иностранных коллег к совместной борьбе с терроризмом»,2024-03-26,"«Призываю иностранных коллег к совместной борьбе с терроризмом» Генпрокурор РФ о защите прав военнослужащих, расследовании подрыва «Северных потоков» и изъятии предприятий ВПК"
865,«Геополитические риски заставляют нас становиться независимыми быстрее»,2024-03-27,"«Геополитические риски заставляют нас становиться независимыми быстрее» Гендиректор Desport Дмитрий Страхов о наследии Decathlon, новых проектах и спросе на спорттовары"
866,"«Нужно начать HR-цифровизацию, пока конкурент не забрал у вас кандидатов и сотрудников»",2024-03-28,"«Нужно начать HR-цифровизацию, пока конкурент не забрал у вас кандидатов и сотрудников» Директор по развитию CRM для рекрутинга Talantix Марина Хадина — о повышении эффективности процессов найма и удержания сотрудников"
867,Мирошников Валерий Александрович: биографический портрет финансиста,2024-03-29,"Мирошников Валерий Александрович: биографический портрет финансиста Валерий Мирошников: АСВ, финансовое оздоровление банков и создание системы страхования вкладов (ССВ)"
868,«Накопительный счет дает возможность оперативно управлять средствами»,2024-03-29,«Накопительный счет дает возможность оперативно управлять средствами» Директор дивизиона «Сбережения клиентов» Сбербанка Дмитрий Володин — в программе «Цели и средства»
869,Премия Urban пройдет 20 июня на Красной Поляне,2024-03-29,Премия Urban пройдет 20 июня на Красной Поляне Победители 16-й Федеральной премии Urban будут названы на торжественной церемонии награждения в концертном зале RED ARENA
870,Украинский институт нацпамяти назвал Булгакова и Глинку символами российской имперской политики,2024-03-30,Украинский институт нацпамяти назвал Булгакова и Глинку символами российской имперской политики На Украине назвали Булгакова и Глинку символом российской имперской политики
871,"Кунг-фу, киберпанк и разноцветные таблетки",2024-03-31,"Кунг-фу, киберпанк и разноцветные таблетки Из чего вырос, как создавался и во что превратился культовый фильм «Матрица»"
872,"Число зарубежных счетов у россиян, о которых известно ФНС, в 2022 году выросло в 2,6 раза",2024-04-01,"Число зарубежных счетов у россиян, о которых известно ФНС, в 2022 году выросло в 2,6 раза Россияне в 2022 году открыли в 2,6 раза больше зарубежных счетов"
873,Глава фонда «Защитники Отечества» отчиталась Путину о работе за год,2024-04-02,Глава фонда «Защитники Отечества» отчиталась Путину о работе за год Фонд «Защитники Отечества» за год решил почти 800 тысяч проблем ветеранов СВО
874,Трудных подростков перевоспитали в диверсантов,2024-04-03,"Трудных подростков перевоспитали в диверсантов Передано в суд первое уголовное дело о диверсионном сообществе, использовавшем несовершеннолетних"
875,Лауреат премии «Вызов» Илья Семериков прочитал лекцию о квантовых технологиях в УрФУ,2024-04-04,Лауреат премии «Вызов» Илья Семериков прочитал лекцию о квантовых технологиях в УрФУ Лекция прошла в Уральском федеральном университете в рамках проекта «Квантовая неделя»
876,Член научного комитета премии «Вызов» Александр Крайнов оценил подготовку ИИ-кадров,2024-04-05,Член научного комитета премии «Вызов» Александр Крайнов оценил подготовку ИИ-кадров Тема кадров для экономики данных открыла форум «Шаг в будущее: искусственный интеллект и цифровая экономика»
877,«РИА Новости»: потерпевшие на опросах рассказали о неработающей системе пожаротушения в «Крокусе»,2024-04-06,«РИА Новости»: потерпевшие на опросах рассказали о неработающей системе пожаротушения в «Крокусе» «РИА Новости»: часть системы пожаротушения в «Крокусе» не сработала
878,Оставившим надписи на стенах Владивостокской крепости грозит до трех лет колонии,2024-04-07,Оставившим надписи на стенах Владивостокской крепости грозит до трех лет колонии СКР завершил расследование дела из-за надписи на стенах Владивостокской крепости
879,"В Вязьме обрушился путепровод, погибла женщина, остановлено движение поездов по участку Москва—Минск",2024-04-08,"В Вязьме обрушился путепровод, погибла женщина, остановлено движение поездов по участку Москва—Минск В Смоленской области обрушился Панинский путепровод"
880,НАК: с начала года предотвращено 27 терактов на объектах обороны и транспорта,2024-04-09,НАК: с начала года предотвращено 27 терактов на объектах обороны и транспорта Бортников: Украина и Запад совершают варварские преступления на территории РФ
881,"Сегодняшние зрелые люди стареют быстрее, чем поколение перед ними",2024-04-10,"Сегодняшние зрелые люди стареют быстрее, чем поколение перед ними Это может способствовать более частому развитию онкологических заболеваний"
882,«Ключевая задача — популяризация национального спорта»,2024-04-11,«Ключевая задача — популяризация национального спорта» Вице-президент «Лиги Ставок» Ратмир Ронами и соорганизатор проекта «Лига Ставок Media Basket» Севак Акопян — в программе «Цели и средства»
883,Продолжается прием заявок на соискание Национальной премии «Вызов»,2024-04-12,Продолжается прием заявок на соискание Национальной премии «Вызов» Общий премиальный фонд премии «Вызов» составляет 50 млн руб. — по 10 млн руб. в каждой из пяти номинаций
884,"«Если тебе больно и плохо, ты можешь, так же, как и все остальные, учиться в школе, ездить на общественном транспорте»",2024-04-13,"«Если тебе больно и плохо, ты можешь, так же, как и все остальные, учиться в школе, ездить на общественном транспорте» О чем мечтают семьи, воспитывающие детей-инвалидов"
885,"CNN: Байден сказал Нетаньяху, что США не будут участвовать в наступательных операциях против Ирана",2024-04-14,"CNN: Байден сказал Нетаньяху, что США не будут участвовать в наступательных операциях против Ирана CNN: Байден сказал, что США не будут участвовать в операциях против Ирана"
886,16 апреля в Томске пройдет конференция «Наука без границ. Сибирь принимает Вызов»,2024-04-15,16 апреля в Томске пройдет конференция «Наука без границ. Сибирь принимает Вызов» Конференция станет площадкой для обмена опытом и информацией о достижениях и перспективах отечественной науки
887,Главу Союза свердловских десантников благодаря участию в СВО освободили от наказания за взяточничество,2024-04-16,Главу Союза свердловских десантников благодаря участию в СВО освободили от наказания за взяточничество Главу Союза свердловских десантников освободили от наказания за взяточничество
888,Говорит и недосказывает Китай,2024-04-17,"Говорит и недосказывает Китай Пекин не опроверг, но и не подтвердил заявление канцлера ФРГ о намерении Китая участвовать в саммите по Украине в Швейцарии"
889,"И нашим — республиканцам, и вашим — демократам",2024-04-18,"И нашим — республиканцам, и вашим — демократам В законопроекте о помощи Украине спикер Палаты представителей Майк Джонсон попытался удовлетворить всех"
890,"«От просто смерти гибель на войне отличается тем, что человек может верить, что умирает ""за"" что-то»",2024-04-19,"«От просто смерти гибель на войне отличается тем, что человек может верить, что умирает ""за"" что-то» Макс Вебер о том, что управляет нашим поведением"
891,"«Я много видел, как рестораны открывались и закрывались»",2024-04-20,"«Я много видел, как рестораны открывались и закрывались» Руководитель и основатель архитектурного бюро ARCHPOINT Валерий Лизунов о 20-летнем опыте проектирования общественных пространств"
892,Президент Швейцарии Амхерд направила письмо Путину с призывом к диалогу,2024-04-21,Президент Швейцарии Амхерд направила письмо Путину с призывом к диалогу Blick: президент Швейцарии писала Путину после его переизбрания
893,58-я Международная Менделеевская олимпиада школьников по химии стартовала в Китае,2024-04-22,58-я Международная Менделеевская олимпиада школьников по химии стартовала в Китае Один из двух самых престижных школьных химических турниров мира — впервые за пределами СНГ
894,Клиенты «Тинькофф Бизнеса» заработали более 1 млрд рублей на Мосбирже за год,2024-04-23,"Клиенты «Тинькофф Бизнеса» заработали более 1 млрд рублей на Мосбирже за год «Тинькофф Инвестиции» и «Тинькофф Бизнес» провели исследование о том, как компании инвестируют свободные средства на бирже."
895,Международный фестиваль адаптивного футбола «FONBET Стальная воля» стартовал в Сочи,2024-04-24,"Международный фестиваль адаптивного футбола «FONBET Стальная воля» стартовал в Сочи В соревнованиях участвуют 650 спортсменов из 31 региона России, а также команды из Белоруссии и Казахстана"
896,Цифровая трансформация в инжиниринге,2024-04-25,"Цифровая трансформация в инжиниринге Руководитель дальневосточной компании Константин Резанов — о своем опыте внедрения BIM-технологий, когда они еще не были мейнстримом"
897,"«Постоянно появляются варианты ротавируса, что может приводить к росту заболеваемости»",2024-04-26,"«Постоянно появляются варианты ротавируса, что может приводить к росту заболеваемости» Главный внештатный специалист—клинический фармаколог Депздрава Москвы Марина Журавлева — о распространении ротавируса"
898,СМИ: депутат Вишневский (в реестре иноагентов) стал фигурантом административного дела,2024-04-27,СМИ: депутат Вишневский (в реестре иноагентов) стал фигурантом административного дела Депутат Вишневский (в реестре иноагентов) стал фигурантом административного дела
899,"«Мы, русские, без правил и тактики. Я еще из лучших»",2024-04-28,"«Мы, русские, без правил и тактики. Я еще из лучших» 225 лет Итальянскому походу Суворова: что русские делали в Ломбардии и Пьемонте в 1799 году"
900,"В США на студенческих акциях задержаны 900 человек, в том числе кандидат от партии «зеленых»",2024-04-29,"В США на студенческих акциях задержаны 900 человек, в том числе кандидат от партии «зеленых» На акции в поддержку Палестины задержали кандидата в президенты США от «Зеленых»"
901,«Он готов был умереть за свои убеждения и не хотел сотрудничать с большевиками ни при каких обстоятельствах»,2024-04-30,«Он готов был умереть за свои убеждения и не хотел сотрудничать с большевиками ни при каких обстоятельствах» Историк философии Николай Герасимов — об эволюции политических симпатий Ивана Ильина
902,«Задача отвертеться три года и гуляй на все четыре стороны»,2024-05-01,«Задача отвертеться три года и гуляй на все четыре стороны» Фильм про историю и итоги программы государственного финансирования учебы за рубежом
903,Захарова о словах Макрона про отправку войск на Украину: это как-то связано с днями недели у него,2024-05-02,Захарова о словах Макрона про отправку войск на Украину: это как-то связано с днями недели у него Захарова связала слова Макрона об отправке войск на Украину с днями недели
904,Песков назвал эскалацией заявление Кэмерона об ударах британским оружием по РФ,2024-05-03,Песков назвал эскалацией заявление Кэмерона об ударах британским оружием по РФ Песков заявил об обеспокоенности из-за нагнетания напряженности вокруг Украины
905,The Telegraph: Трамп потребует от НАТО поднять траты на оборону до 3% ВВП без учета помощи Киеву,2024-05-04,The Telegraph: Трамп потребует от НАТО поднять траты на оборону до 3% ВВП без учета помощи Киеву The Telegraph: Трамп потребует от НАТО поднять траты на оборону до 3% ВВП
906,«РИА Новости»: ликвидированный ФСБ диверсант уезжал из РФ из-за мобилизации,2024-05-05,"«РИА Новости»: ликвидированный ФСБ диверсант уезжал из РФ из-за мобилизации Диверсант, связанный с терактом в «Крокусе», уехал из России в 2022 году"
907,"«Хамас» принял то, что и не предлагали",2024-05-06,"«Хамас» принял то, что и не предлагали Палестинское движение согласилось с условиями прекращения огня, которые не обсуждались с Израилем"
908,Прокуратура утвердила обвинение главе узбекского землячества по делу о возбуждении ненависти,2024-05-07,Прокуратура утвердила обвинение главе узбекского землячества по делу о возбуждении ненависти Главу узбекского землячества будут судить за возбуждение ненависти
909,Спецслужбы Грузии предупредили о беспорядках с участием добровольцев с Украины,2024-05-08,Спецслужбы Грузии предупредили о беспорядках с участием добровольцев с Украины Спецслужба Грузии: добровольцы с Украины планируют провокации на митингах
910,В Германии несколько сотен человек приняли участие в акции «Бессмертный полк»,2024-05-09,В Германии несколько сотен человек приняли участие в акции «Бессмертный полк» В Берлине полиция задержала 10 человек на акциях в честь 9 мая
911,Минобороны: военные РФ блокировали в Сирии колонну международной коалиции,2024-05-10,Минобороны: военные РФ блокировали в Сирии колонну международной коалиции Военная полиция РФ блокировала колонну с шестью БМП Bradley коалиции США в Сирии
912,«Положить предел непрерывным вооружениям и предупредить угрожающие всему миру несчастья»,2024-05-11,«Положить предел непрерывным вооружениям и предупредить угрожающие всему миру несчастья» 125 лет назад по инициативе России в Гааге открылась первая мирная конференция
